Thailand,32,32,32,33,33,33,33,33,34,35,35,35,35,35,35,35,35,37,40,40,41,42,42,43,43,43,47,48,50,50,50,53,59,70,75
Japan,45,25,25,26,26,26,28,28,29,43,59,66,74,84,94,105,122,147,159,170,189,214,228,241,256,274,293,331,360,420,461,502,511,581,639,639,701
Singapore,33,40,45,47,50,58,67,72,75,77,81,84,84,85,85,89,89,91,93,93,93,102,106,108,110,110,117,130,138,150,150,160,178,178,200
Malaysia,36,50,50,83,93,99,117,129,149,149,197
Canada,33,37,49,54,64,77,79,108,117,193
Australia,39,52,55,60,63,76,91,107,128,128,200
Germany,46,48,79,130,159,196,262,482,670,799,1040,1176,1457,1908,2078,3675
United Arab Emirates,45,45,45,74,74,85,85
India,31,34,39,43,56,62,73,82
Italy,62,155,229,322,453,655,888,1128,1694,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,12462,17660
Sweden,35,94,101,161,203,248,355,500,599,814
Spain,32,45,84,120,165,222,259,400,500,673,1073,1695,2277,2277,5232
Belgium,50,109,169,200,239,267,314,314,559
Egypt,49,55,59,60,67,80
Lebanon,32,32,41,61,61,77
Iraq,32,35,35,40,54,60,60,71,71,71,101
Bahrain,33,33,36,41,47,49,49,52,55,60,85,85,95,110,195,195,189
Kuwait,43,45,45,45,56,56,56,58,58,61,64,64,69,72,80,80
Switzerland,42,56,90,114,214,268,337,374,491,652,652,1139
Austria,41,55,79,104,131,182,246,302,504
Israel,37,43,61,61,83,109,131,161
Greece,31,45,46,73,73,89,99,99,190
Norway,32,56,87,108,147,176,205,400,598,702,996
Netherlands,38,82,128,188,265,321,382,503,503,804
San Marino,36,36,51,62,69,80
Iceland,34,43,50,50,58,69,85,103,134
US,51,51,57,58,60,68,74,98,118,149,217,262,402,518,583,959,1281,1663,2179
Iran,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364
"Korea, South",31,31,104,204,433,602,833,977,1261,1766,2337,3150,3736,4335,5186,5621,6088,6593,7041,7314,7478,7513,7755,7869,7979
France,38,57,100,130,191,204,288,380,656,952,1129,1212,1787,2284,2284,3667
Denmark,37,92,264,444,617,804
Czechia,31,31,41,91,94,141
Taiwan*,31,32,32,34,39,40,41,42,42,44,45,45,45,45,47,48,49,50
United Kingdom,36,40,51,86,116,164,207,274,322,384,459,459,801
